SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0.7992939660427822,0.5380336181348585,0.8621625012005654,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
1,-1.1960038562387048,0.8737166121684152,-0.8782873047639397,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1,1.2064976032430856,1.5284646302338678,2.106068906497681,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,1.5322605130033284,0.9684390411778845,1.896809912373959,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,1.5729808767233588,1.3074456292117733,2.2644139475919327,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
0,1.4915401492832983,-0.9642308700153169,0.09373241461973768,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
0,0.10704778280226633,-1.2816340970470463,-0.5845393851190437,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,1.247217966963116,1.2575917192067896,1.7722604414881762,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
1,1.4915401492832983,1.3506523512160928,2.0820678749135983,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False
0,1.6137012404433893,1.1678546811978192,2.193580020738542,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,0.14776814652229667,0.5197538511330312,0.29024086071441574,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0.025607055362205634,0.2654989101076142,0.07396685919755175,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,-0.1779947632379461,0.8354952811645946,0.0678121828997953,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0,-0.21871512695797646,-1.5009913010689746,-0.758260087071849,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,-1.2774445836787656,0.31036742911209936,-0.9731443229730905,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False
0,1.6137012404433893,-0.8728320350061801,0.21318607824823807,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0,1.247217966963116,1.1047063951915064,1.737714839042704,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False
0,-0.8295205827584317,0.16911468409797886,-0.6363357290155754,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
0,-0.8295205827584317,-1.3082228490497045,-0.8677427339025503,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
1,1.5322605130033284,1.6032454952413433,2.518255740273956,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,-1.2774445836787656,-0.6451658459834212,-0.9858286916871049,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.5037576729981889,0.8089065291619363,-0.17672038613472488,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1.6137012404433893,-1.3215172250510334,-0.18997830891232942,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,-1.1145631287986442,0.36188313611724954,-0.8296013886738011,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,0.26992923768238775,-1.3132082400502028,-0.58769393246879,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
0,-1.2774445836787656,-0.3477041829536853,-0.9818799925570029,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.7073594915983407,-0.31779183695069496,-0.6244013925385636,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
0,1.6137012404433893,-1.3364733980525287,-0.23343605911512644,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
0,-0.3408762181180675,-0.9642308700153169,-0.6392917384202327,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0.06632741908223598,1.2974748472107767,0.5254642061014333,True,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,-0.9516816739185228,0.4915033021302069,-0.6866761279814549,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1,1.6137012404433893,0.7740087921584478,1.8291305328703131,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,-0.9924020376385531,-1.4527991880641573,-0.9441798427617846,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
0,-1.0738427650786138,-1.5209328650709681,-0.9592907863602191,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0.14776814652229667,0.7573908221567865,0.35220675935383533,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
0,1.6137012404433893,-1.3082228490497045,-0.2509956373696576,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,-0.9924020376385531,-0.49560411596847015,-0.8445579138704997,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.47353105628253944,-1.4860351280674797,-0.6329164644057107,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,-0.5851984004382496,0.16745288709781284,-0.46685050322466703,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.26992923768238775,1.1695164781979852,0.6563227716867083,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
0,1.125056875803025,1.0182929511828682,1.558390955084056,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
1,-1.2774445836787656,-0.8346107040023594,-0.988343505658231,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
0,-0.46303730927815856,-1.4876969250676457,-0.8215495720118615,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,1.125056875803025,0.6709773781481484,1.193456152238944,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,1.2064976032430856,0.19902703010096928,0.8751777664897279,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False
0,-0.9924020376385531,-1.4943441130683104,-0.9352235754611066,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,1.3286586944031769,-1.3181936310507012,-0.24477478175687145,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,-0.62591876415828,-1.462769970065154,-0.8213069145234195,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,1.125056875803025,-0.11172900893009581,0.599342381446188,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
0,-0.8702409464784621,-1.5126238800701375,-0.9262893679321051,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,-1.2367242199587352,-1.4893587220678117,-0.9890052988085275,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-0.46303730927815856,1.300798441211109,-0.011294158332301251,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,1.369379058123207,1.2742096892084507,1.9038469795387771,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
0,-0.6666391278783103,-1.5225946620711341,-0.8616542369198235,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,1.369379058123207,0.3436033691154218,1.2058758036928396,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False
0,0.5549717837226001,0.47987072312904416,0.5797312444257381,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
0,1.5322605130033284,0.8471278601657574,1.8116150741591357,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
0,1.6137012404433893,-1.4760643460664828,-0.40828180942343556,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
0,-1.2774445836787656,-0.6700928009859131,-0.986159588262253,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-1.2774445836787656,-1.3547531650543558,-0.9952482141929903,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,-0.9924020376385531,1.1911198392001445,-0.6443213663624853,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-1.2367242199587352,-0.5172074769706297,-0.9600849381405748,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-1.2774445836787656,-1.5142856770703037,-0.9973659522739388,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,-0.62591876415828,-1.4710789550659844,-0.844447615012117,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,1.0436161483629645,-0.4906187249679718,0.28238758199756503,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0,1.0843365120829946,0.7308020701541287,1.2822026136936913,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,-0.8295205827584317,0.8188773111629334,-0.5224411278495648,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
0,-1.1960038562387048,-0.03860994092278629,-0.9371648353686427,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,-0.015113308357824713,-0.47067716096597834,-0.27634231502600975,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0,-1.0331224013585834,-1.33148800705203,-0.9400767252299469,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.9924020376385531,-1.491020519067978,-0.9379148676056455,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,-0.4223169455581282,0.6759627691486464,-0.17916902079082156,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,1.369379058123207,1.0581760791868549,1.8285128592633701,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1,-0.38159658183809786,0.35357415111641893,-0.28071014981796605,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,-1.2774445836787656,0.7058751151516368,-0.9678940973140723,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,-0.46303730927815856,0.019552954083027783,-0.3773981290762702,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,-0.9516816739185228,0.3319707901142591,-0.6940882112647747,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.47353105628253944,-0.28289409994720643,0.06165750660203885,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,-0.7073594915983407,0.48651791112970877,-0.4957708638926199,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,1.4100994218432374,0.3070438351117673,1.1420789440042665,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False
0,0.9621754209229036,1.113015380192337,1.4244219616923879,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,-1.1552834925186746,-1.1869116680375775,-0.9486579764121237,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.43281069256250915,0.47820892612887816,0.5677307286336966,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
1,1.1657772395230555,0.5779167461388456,1.1581605175564693,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.47353105628253944,0.021214751083194285,0.21828188550552044,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
0,-0.9516816739185228,0.36853032411791364,-0.7201628613864529,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,1.6137012404433893,1.6963061272506461,2.7339561877272294,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,-1.0331224013585834,1.0166311541827018,-0.7142508425771383,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.9516816739185228,-0.6767399889865777,-0.8522347144139379,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.758573602322752,-1.4893587220678117,-0.5519571023527843,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,1.369379058123207,-1.1736172920362484,-0.1308801805908608,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,-0.748079855318371,-1.328164413051698,-0.8639043336308312,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,-0.9109613101984924,-1.4827115340671475,-0.9084209528741023,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,-0.62591876415828,-1.5093002860698053,-0.8703899065037359,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,0.6364125111626608,1.0182929511828682,0.9554091560773285,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
0,-0.5444780367182193,-1.4893587220678117,-0.8410504101739288,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,-1.2774445836787656,-1.5109620830699715,-0.9973218327305855,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,1.247217966963116,-1.502653098069141,-0.45628387259160125,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
1,1.4100994218432374,1.3390197722149297,2.158284386056067,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False
0,1.247217966963116,-0.04027173792295256,0.7652098046821426,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1,1.5729808767233588,0.14751132309581955,1.1924193429701462,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,0.14776814652229667,-0.3693075439558449,-0.1502045405795158,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,-0.6666391278783103,0.8903345821700764,-0.3263738771884177,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
0,-1.2367242199587352,-1.4694171580658184,-0.9910127380310934,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,1.6137012404433893,1.3356961782145975,2.322673804589693,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,-0.3408762181180675,-0.3194536339508612,-0.4235251116519294,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0.3920903288424788,1.2293411702039656,0.8795897208250373,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0.5142514200025698,-1.4594463760648215,-0.6122243985731098,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,1.0843365120829946,1.15456030519649,1.6241731942235182,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False
0,1.247217966963116,1.0382345151848615,1.6897568954178914,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,-1.2774445836787656,-1.479387940066815,-0.9969026970687312,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,0.43281069256250915,-0.1582593249347472,0.11857171752752933,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False
0,1.5729808767233588,0.7474200401557899,1.7863566355894895,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,-0.8295205827584317,-0.6966815529885713,-0.7671722348291738,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.30015585439803716,-1.51594747407047,-0.7951219655433586,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,1.6137012404433893,0.6244470621434968,1.6824992305363078,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,-1.0738427650786138,-0.3244390249513595,-0.8556539790238027,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,-0.0965540357978854,-1.3098846460498705,-0.6867202475248081,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1,0.5549717837226001,1.1794872601989819,1.0915400070932981,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False
0,-1.2367242199587352,0.28211688010927544,-0.9480182430335037,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,0.5956921474426305,1.3822264942192488,1.1335638721371197,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0.758573602322752,-1.0157465770204666,-0.21962664204560822,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0.3920903288424788,-1.462769970065154,-0.6332694207525353,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,1.2064976032430856,1.2160467942026365,1.7140005844904163,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-1.1145631287986442,-1.4694171580658184,-0.96343802343541,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
0,0.8400143297628127,0.2355865641046238,0.6830150954153298,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,-0.9109613101984924,1.1279715531938321,-0.5764434489137511,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.5851984004382496,-0.24301097194321938,-0.5686784092836067,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,-1.2774445836787656,-1.4960059100684764,-0.9971232947854967,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0.758573602322752,0.6892571451499756,0.945107242704381,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,1.1657772395230555,0.6909189421501416,1.31121121344835,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,-1.0331224013585834,-0.6684310039857471,-0.8635513772840064,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.7178532386027215,1.2991366442109427,1.208037661317141,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0,-1.1552834925186746,0.5097830691320341,-0.8575290596163091,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0.5956921474426305,0.6792863631489789,0.7454221894882803,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,-0.015113308357824713,-0.07683127192660708,-0.10334958553853058,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.2367242199587352,-0.6484894399837535,-0.9681146950308378,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,-0.21871512695797646,-0.9393039150128251,-0.5505232171938087,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.9109613101984924,-0.30615925794953225,-0.7626058620921288,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,-1.2774445836787656,0.5147684601325326,-0.9704309710568751,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,-0.46303730927815856,0.3087056321119333,-0.3150572143183492,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-0.8295205827584317,-1.4527991880641573,-0.9018030213711384,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
0,-1.2774445836787656,-1.4960059100684764,-0.9971232947854967,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,0.758573602322752,-1.5009913010689746,-0.5788038444831416,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,-1.1960038562387048,-0.2014660469390663,-0.9314513545044172,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0,1.6137012404433893,1.4187860282229037,2.3369685366360953,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,-1.2774445836787656,-0.6767399889865777,-0.9862478273489591,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-1.1145631287986442,0.6859335511496436,-0.8288734162084751,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,-1.2774445836787656,0.6743009721484804,-0.9683132329759266,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,1.369379058123207,-1.3181936310507012,-0.2568194170922659,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,1.1657772395230555,0.35191235411625243,1.0807086592001136,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
0,-0.015113308357824713,1.156222102196656,0.4080400414671751,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
0,1.3286586944031769,-1.5093002860698053,-0.42348099210857626,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,0.35136996512244845,1.2077378092018058,0.7660921955492045,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,-0.748079855318371,0.8321716871642622,-0.507683140597955,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
0,-1.2367242199587352,0.8238627021634315,-0.9239730919060678,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
0,-0.13727439951791576,-0.22473120494139212,-0.2405834251383276,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
0,-0.9109613101984924,-0.4507355969639848,-0.7860112798409448,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.015113308357824713,0.1657910900976468,0.030045853789547387,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-1.0331224013585834,-1.4893587220678117,-0.9407605781519199,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,1.5729808767233588,0.4183842341228973,1.4428418710423045,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
0,-0.8702409464784621,-1.504314895069307,-0.9057737802729168,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,-1.2367242199587352,-1.462769970065154,-0.9863360664356654,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-1.2774445836787656,-1.4527991880641573,-0.9965497407219064,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,-0.38159658183809786,-1.4943441130683104,-0.8004824900607593,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,1.2064976032430856,1.2093996062019723,1.9229728015823433,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
